"Multicentric Reticulohistiocytosis","ovarian biphasic or triphasic teratoma","0"
"Neuroblastoma","sexual dysfunction","0"
"Quadriplegia","GM2 gangliosidosis","0"
"Neonatal Candidiasis","dermatitis","0"
"Penile Urethral Malignant Neoplasm","male urethral cancer","1"
"Toxic Nodular Goiter","hyperthyroidism","1"
"Diffuse Cutaneous Mastocytosis","mucopolysaccharidosis","0"
"Extragonadal Seminoma","cystadenofibroma","0"
"Early Gastric Cancer","gastric adenocarcinoma","1"
"Persistent Fetal Circulation","pulmonary hypertension","1"
"Tourette Syndrome","thymoma","0"
"Intracerebral Cystic Meningioma","retinal vein occlusion","0"
"Melanoma","spinal cord disease","0"
"Ampulla of Vater Clear Cell Adenocarcinoma","bone giant cell tumor","0"
"Adult Choroid Plexus Neoplasm","chromosomal deletion syndrome","0"
"Van der Woude Syndrome","syndrome","1"
"Ovarian Endometrioid Cystadenofibroma","myeloproliferative neoplasm","0"
"Somatostatin-Producing Neuroendocrine Tumor","cerebral convexity meningioma","0"
"Bladder Tubulo-Cystic Clear Cell Adenocarcinoma","parasitic ectoparasitic infectious disease","0"
"Central Nervous System Immature Teratoma","squamous cell carcinoma","0"
"Keratosis","spinal canal and spinal cord meningioma","0"
"Meconium Aspiration Syndrome","intestinal disease","0"
"Beta Thalassemia Major","glucose metabolism disease","0"
"Glycogen-Rich, Clear Cell Breast Carcinoma","breast adenocarcinoma","0"
"Relapsing-Remitting Multiple Sclerosis","periodontal disease","0"
"Ureteric Orifice","epilepsy","0"
"Mediastinal Synovial Sarcoma","pancreatic carcinoma","0"
"Acute Myeloid Leukemia without Maturation","synostosis","0"
"High Grade Astrocytoma with Piloid Features","hyperostosis","0"
"Mixed Tumor of the Salivary Gland","endometrial stromal tumor","0"
"Posterior Pituitary Gland Neoplasm","pituitary gland benign neoplasm","1"
"Pilomatrical Carcinoma","liver benign neoplasm","0"
"Spiradenocarcinoma","chronic leukemia","0"
"Plexopathy","choriocarcinoma of ovary","0"
"Cribriform Carcinoma","encephalitis","0"
"Solid/Trabecular Variant Thyroid Gland Papillary Carcinoma","high grade ependymoma","0"
"Pseudohypoparathyroidism","epilepsy","0"
"Childhood Medulloblastoma","medulloblastoma","1"
"Meckel Diverticulum","physical disorder","1"
"Galactokinase Deficiency","histone mutated tumor","0"
"Frontal Sinusitis","thoracic disease","0"
"Aortic Valve Stenosis","kidney sarcoma","0"
"Ovarian Solid Teratoma","appendix cancer","0"
"Hyperphosphatemia","primary congenital glaucoma","0"
"Dacryocystitis","fallopian tube cancer","0"
"Retinal Cell Neoplasm","teratoma","0"
"Keratoconjunctivitis","eye disease","1"
"Cyclic Neutropenia","skull cancer","0"
"Melanotic Schwannoma","neurilemmoma","1"
"Richter Syndrome","chronic lymphocytic leukemia","1"
"Pica Eating Disorder","eating disorder","1"
"Orbit Rhabdomyosarcoma","parasitic protozoa infectious disease","0"
"Periampullary Adenocarcinoma","ampulla of Vater adenocarcinoma","1"
"Skin Pseudovascular Squamous Cell Carcinoma","viral infectious disease","0"
"Mixed Receptive-Expressive Language Disorder","uterine ligament adenocarcinoma","0"
"Argininemia","neurilemmoma","0"
"Prostate Stromal Sarcoma","lymphoma","0"
"Sarcoidosis","B-cell lymphoma","0"
"Hyperdiploid B Lymphoblastic Leukemia/Lymphoma","vulva adenocarcinoma","0"
"Paget Disease","neuropathy","0"
"Thyroid Gland Macrofollicular Adenoma","severe combined immunodeficiency","0"
"Ovarian Endometrioid Adenocarcinofibroma","diabetes mellitus","0"
"Palmoplantar Pustulosis","dermatitis","1"
"Cervical Non-Keratinizing Squamous Cell Carcinoma","endometrial adenocarcinoma","0"
"Bronchopneumonia","extraocular retinoblastoma","0"
"Fanconi Anemia","metal metabolism disorder","0"
"Biphasic Synovial Sarcoma","pituitary adenoma","0"
"Glomeruloid Hemangioma","blood coagulation disease","0"
"Neonatal Leukemia","cerebellar astrocytoma","0"
"Chronic Polyneuropathy","upper respiratory tract disease","0"
"Hypertropia","strabismus","1"
"Cleft Palate","retinal artery occlusion","0"
"Rumination Disorder","peripheral T-cell lymphoma","0"
"Thymoma Type B1","thymoma type B","1"
"Focal Embolic Glomerulonephritis","glomerulonephritis","1"
"Mucin-Rich Endometrial Endometrioid Adenocarcinoma","vaginal disease","0"
"Primary Intracranial Sarcoma, DICER1-Mutant","brain sarcoma","1"
"Adenomyoma","cell type benign neoplasm","1"
"Intracerebral Cystic Meningioma","vascular disease","0"
"Intracranial Cavernous Hemangioma","synostosis","0"
"Kaolin Pneumoconiosis","cystic teratoma","0"
"Gastric Ulcer","hypersensitivity reaction type III disease","0"
"Glossitis","thyroid gland disease","0"
"Childhood Epithelioid Sarcoma","epithelioid sarcoma","1"
"Kartagener Syndrome","cerebellopontine angle tumor","0"
"Diabetic Retinopathy","low grade glioma","0"
"Ovarian Small Cell Carcinoma","liver benign neoplasm","0"
"Mixed Mineral Dust Pneumoconiosis","intraocular retinoblastoma","0"
"Orchitis","benign teratoma","0"
"Prostate Leiomyosarcoma","osteochondrodysplasia","0"
"Mesangial Proliferative Glomerulonephritis","choriocarcinoma","0"
"Vaginal Endometrioid Stromal and Related Neoplasms","long bone adamantinoma","0"
"Cerebral Hemisphere Lipoma","plasma protein metabolism disease","0"
"Infiltrating Bladder Urothelial Carcinoma, Lymphoma-Like Variant","invasive bladder transitional cell carcinoma","1"
"Hematologic and Lymphocytic Disorder","autoimmune disease","0"
"Tumor of the Follicular Infundibulum","osteosarcoma","0"
"Corneal Edema","breast squamous cell carcinoma","0"
"Ovarian Cystic Teratoma","gastric diffuse adenocarcinoma","0"
"Dissociative Disorder","orbit sarcoma","0"
"Vesicoureteral Reflux","thyroid gland disease","0"
"Neurogenic Bladder","keratosis","0"
"Mucolipidosis","glioblastoma","0"
"Adult Brain Stem Mixed Glioma","tauopathy","0"
"Parachordoma","skin disease","0"
"Pericholangitis","adenofibroma","0"
"Chronic Cholangitis","fallopian tube cancer","0"
"Biphasic Pulmonary Blastoma","kidney disease","0"
"Vulvar Angiokeratoma","brain glioma","0"
"Refractory Malignant Testicular Germ Cell Tumor","commensal bacterial infectious disease","0"
"Pilocytic Astrocytoma","cell type cancer","0"
"Biphasic Synovial Sarcoma","brain disease","0"
"Cervical Endometrioid Stromal and Related Neoplasms","non-Hodgkin lymphoma","0"
"Canker Sore","cerebrum cancer","0"
"Pancreatic ACTH-Producing Neuroendocrine Tumor","breast benign neoplasm","0"
"Ovarian Solid Teratoma","mature teratoma of the ovary","1"
"Bronchopneumonia","pilocytic astrocytoma","0"
"Leprosy","primary bacterial infectious disease","1"
"Intrahepatic Bile Duct Intraductal Papillary Neoplasm","retinal disease","0"
"Interstitial Myositis","chronic conjunctivitis","0"
"Limb-Girdle Muscular Dystrophy","viral infectious disease","0"
"Subacute Thyroiditis","autosomal dominant intellectual developmental disorder","0"
"Breast Myoepithelial Tumor","pleomorphic rhabdomyosarcoma","0"
"Irritant Contact Dermatitis","pituitary adenoma","0"
"Anemia","subependymal glioma","0"
"Trichomonas Infection","monocytic leukemia","0"
"Corneal Disorder","eye disease","1"
"Xanthogranulomatous Cholecystitis","mouth disease","0"
"Posteroinferior Myocardial Infarction by ECG Finding","uremia","0"
"Functioning Pituitary Neuroendocrine Tumor","primary hyperoxaluria","0"
"Cryptococcosis","sweat gland benign neoplasm","0"
"Alpha Thalassemia","islet cell tumor","0"
"Cervical Atypical Polypoid Adenomyoma","leiomyosarcoma","0"
"Glucose Metabolism Disorder","male urethral cancer","0"
"Malignant Soft Palate Neoplasm","primary bacterial infectious disease","0"
"Senile Cataract","bladder squamous cell carcinoma","0"
"Acute Salpingitis","mediastinal neurilemmoma","0"
"Adult Brain Stem Astrocytoma","cholangiocarcinoma","0"
"Breast Myoepitheliosis","lymphoma","0"
"Penile Verrucous Carcinoma","epilepsy","0"
"Corneal Disorder","skin disease","0"
"Nasal Cavity and Paranasal Sinus Lethal Midline Granuloma","ovarian dysfunction","0"
"Tuberculous Empyema","invasive bladder transitional cell carcinoma","0"
"Achenbach Syndrome","infancy electroclinical syndrome","0"
"Arteriovenous Malformation/Hemangioma","parathyroid gland disease","0"
"Hepatolenticular Degeneration","spinal cord ependymoma","0"
"Eosinophilic Meningitis","breast benign neoplasm","0"
"Osteomalacia","bone osteosarcoma","0"
"Subependymoma","acute myeloid leukemia","0"
"Lip Disorder","mixed glioma","0"
"Hypothyroidism","cystitis","0"
"Ethmoid Sinus Adenoid Cystic Carcinoma","oophoritis","0"
"Adrenal Gland Ganglioneuroblastoma","nose disease","0"
"Congenital Infundibular Stenosis","myocardial infarction","0"
"Melanomatosis","personality disorder","0"
"Vitamin B1 Deficiency","ciliary body cancer","0"
"Coagulation Disorder","breast mucinous carcinoma","0"
"Benign Vaginal Mixed Epithelial and Mesenchymal Neoplasm","arthritis","0"
"Angular Cheilitis","breast carcinoma","0"
"Alopecia","hypotrichosis","1"
"Anal Margin Paget Disease","color blindness","0"
"Breast Fibrocystic Change, Non-Proliferative Type","neurofibroma","0"
"Apocrine Adenoma","childhood brain stem neoplasm","0"
"46,XY Gonadal Dysgenesis","acanthoma","0"
"Epithelioid Hemangioma","embryonal rhabdomyosarcoma","0"
"Primary Hyperoxaluria","skin disease","0"
"Transient Hypogammaglobulinemia of Infancy","fallopian tube benign neoplasm","0"
"Burning Mouth Syndrome","calcium metabolism disease","0"
"Skin Pseudovascular Squamous Cell Carcinoma","intestinal disease","0"
"Asynchronous Multifocal Osteosarcoma","syndrome","0"
"Granulomatous Endometritis","GM2 gangliosidosis","0"
"Corneal Abscess","neurodegenerative disease","0"
"Ovarian Clear Cell Cystadenocarcinoma","immune system disease","0"
"Cervical Endometriosis","male urethral cancer","0"
"Ovarian Mixed Germ Cell Tumor","lymphoid leukemia","0"
"Chronic Tic Disorder","liposarcoma","0"
"Acanthosis Nigricans","rhabdomyosarcoma","0"
"Anorexia Nervosa","ovary epithelial cancer","0"
"Gonadoblastoma","prostate cancer","0"
"Amyloidosis","cerebellum cancer","0"
"AV Block Second Degree Mobitz Type II","cranial nerve disease","0"
"Mature Ovarian Teratoma","hypopharynx cancer","0"
"Hyperdiploid B Lymphoblastic Leukemia/Lymphoma","B-lymphoblastic leukemia/lymphoma","1"
"External Ear Disorder","glossopharyngeal nerve neoplasm","0"
"Primary Lateral Sclerosis","invasive bladder transitional cell carcinoma","0"
"Posteroinferior Myocardial Infarction by ECG Finding","breast disease","0"
"Ischemic Neuropathy","syndactyly","0"
"Vulvar Melanoma","vulva cancer","1"
"Ovarian Clear Cell Adenofibroma","ovarian benign neoplasm","1"
"Eccrine Neoplasm","blood protein disease","0"
"Jervell and Lange Nielsen Syndrome","melanoma","0"
"Cerebral Atherosclerosis","leukodystrophy","0"
"Schizophreniform Disorder","benign ependymoma","0"
"Pancreatic Mucinous Ductal Ectasia","corneal endothelial dystrophy","0"
"Ectopic Pregnancy","colonic benign neoplasm","0"
"Pineoblastoma","intracranial structure hemangioma","0"
"Epiglottitis","pharynx cancer","0"
"Hypertrichosis","strabismus","0"
"Breast Central Papilloma","lymphatic system disease","0"
"Adult Pleomorphic Rhabdomyosarcoma","acute leukemia","0"
"Hemopericardium","plasma protein metabolism disease","0"
"Scleritis","hypogonadotropic hypogonadism","0"
"Thyroid Carcinoma Arising in Struma Ovarii","breast carcinoma in situ","0"
"Farber Lipogranulomatosis","syphilis","0"
"Primary Hyperoxaluria Type III","malignant exocrine pancreas neoplasm","0"
"Vaginal Leiomyosarcoma","ventricular septal defect","0"
"Stress Polycythemia","spinal canal and spinal cord meningioma","0"
"Acute Salpingitis","orbit rhabdomyosarcoma","0"
"Soft Tissue Chondroma","cholecystitis","0"
"Croup","gastrointestinal allergy","0"
"Lipoadenoma","adenoma","1"
"Arteriosclerosis","mixed type thymoma","0"
"Malignant Spermatic Cord Neoplasm","blood coagulation disease","0"
"Nephritis","bone development disease","0"
"Ovarian Fetiform Teratoma","glomerulonephritis","0"
"Adiposis Dolorosa","primary systemic mycosis","0"
"Alkaptonuria","neurodegenerative disease","0"
"Collagenous Colitis","microscopic colitis","1"
"Panniculitis","herpes simplex","0"
"Hereditary Clear Cell Renal Cell Carcinoma","hypothyroidism","0"
"Trigonitis","intestinal disease","0"
"Persistent Fetal Circulation","gonadal dysgenesis","0"
"Bladder Tubulo-Cystic Clear Cell Adenocarcinoma","bladder clear cell adenocarcinoma","1"
"Vesicoureteral Reflux","cranial nerve disease","0"
"Malignant Melanotic Psammomatous Peripheral Nerve Sheath Tumor","keratosis","0"
"Malignant Neoplasm","B cell deficiency","0"
"Ovarian Yolk Sac Tumor, Hepatoid Pattern","EEC syndrome","0"
"Hypoplastic Right Heart Syndrome","congenital heart disease","1"
"Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue","diffuse large B-cell lymphoma","0"
"Thyroid Gland Oncocytic Adenoma","leukocyte disease","0"
"Oculopharyngeal Muscular Dystrophy","colonic disease","0"
"Prostate Disorder","male reproductive system disease","1"
"Cardiac Sarcoma","urinary bladder cancer","0"
"Balanitis Xerotica Obliterans","skin disease","0"
"Combined Lung Large Cell Neuroendocrine Carcinoma","pulmonary large cell neuroendocrine carcinoma","1"
"Multidrug-Resistant Tuberculosis","cholangitis","0"
"Mediastinal Synovial Sarcoma","chondrosarcoma","0"
"Granuloma Inguinale","primary bacterial infectious disease","1"
"Meningeal Sarcomatosis","gastrointestinal system disease","0"
"Malignant Synovial Neoplasm","connective tissue cancer","1"
"Juvenile Pilocytic Astrocytoma","acute orbital inflammation","0"
"Cervical Poorly Differentiated Adenosquamous Carcinoma","urea cycle disorder","0"
"Malignant Hypopharyngeal Neoplasm","urinary bladder cancer","0"
"Salivary Cyst","salivary gland disease","1"
"Invasive Bladder Microcystic Urothelial Carcinoma","central nervous system benign neoplasm","0"
"Idiopathic Crescentic Glomerulonephritis","central nervous system benign neoplasm","0"
"Postpartum Depression","melancholic depression","1"
"Short Bowel Syndrome","hemangioma","0"
"Fallopian Tube Serous Cystadenofibroma","osteosarcoma","0"
"Proliferative Fasciitis","breast benign neoplasm","0"
"CHARGE Syndrome","testicular disease","0"
"Melanoacanthoma","type 2 diabetes mellitus","0"
"Pancreatic Mucinous Ductal Ectasia","sarcoidosis","0"
"Rete Testis Neoplasm","glossopharyngeal nerve disease","0"
"Clivus Chordoma","well-differentiated liposarcoma","0"
"Ovarian Seromucinous Carcinoma","ovarian carcinoma","1"
"Blepharoconjunctivitis","bone osteosarcoma","0"
"Benign Teratoma","malignant pleural mesothelioma","0"
"Mycobacterium Avium Infection","acute myeloid leukemia","0"
"Breast Flat Ductal Epithelial Atypia","fallopian tube benign neoplasm","0"
"Glaucoma","lymphatic system disease","0"
"Panhypopituitarism","maxillary sinus benign neoplasm","0"
"Pilocytic Astrocytoma","parasitic protozoa infectious disease","0"
"46,XY Gonadal Dysgenesis","skin disease","0"
"Testicular Non-Seminomatous Germ Cell Tumor","glomerulonephritis","0"
"Gastrointestinal Stromal Tumor","kidney disease","0"
"Pineal Region Mature Teratoma","cholestasis","0"
"Extrahepatic Bile Duct Signet Ring Cell Carcinoma","sarcoma","0"
"Lymphomatoid Granulomatosis","agnosia","0"
"Uveitis","uveal disease","1"
"Long QT Syndrome","pituitary adenoma","0"
"Atherosclerosis","physical disorder","0"
"Ovarian Germ Cell Tumor","endocrine gland cancer","0"
"Pancreatic Vipoma","focal dystonia","0"
"Uterine Corpus Lipoleiomyoma","vulva carcinoma","0"
"Stomatitis","cervical squamous cell carcinoma","0"
"Adult Central Nervous System Embryonal Carcinoma","disease of anatomical entity","0"
"Paranasal Sinus Disorder","nose disease","1"
"Acquired Hemangioma","ovarian primitive germ cell tumor","0"
"Morbid Obesity","obesity","1"
"Meniere Disease","eye lymphoma","0"
"Intravascular Nodular Fasciitis","thyroid gland papillary carcinoma","0"
"Burkitt Lymphoma","hemangioma","0"
"Primary Sclerosing Cholangitis","endocrine organ benign neoplasm","0"
"Periosteal Chondroma","chromophil adenoma of the kidney","0"
"Childhood Central Nervous System Germ Cell Tumor","gonadal disease","0"
"Junctional Epidermolysis Bullosa","vein disease","0"
"Lens Disorder","leiomyoma","0"
"Cardiac Malignant Peripheral Nerve Sheath Tumor","sigmoid neoplasm","0"
"Invasive Bladder Lipid-Rich Urothelial Carcinoma","esophageal carcinoma","0"
"Alcoholic Gastritis","syndrome","0"
"Essential Thrombocythemia","prion disease","0"
"Hypertensive Retinopathy","hypertension","0"
"Spinal Muscular Atrophy Type 3","breast fibrocystic disease","0"
"Atypical Polypoid Adenomyoma","motor neuron disease","0"
"Scirrhous Adenocarcinoma","hypoglycemia","0"
"Nicotine Dependence","plasma protein metabolism disease","0"
"Fibroosseous Pseudotumor of Digits","open-angle glaucoma","0"
"Superficial Multifocal Basal Cell Carcinoma","central nervous system benign neoplasm","0"
"Chronic Lymphoproliferative Disorder of NK-Cells","uveitis","0"
"Vulvar Leiomyoma","brain stem glioma","0"
"Hypertrophic Cardiomyopathy","liver benign neoplasm","0"
"Breast Intraductal Proliferative Lesion","syndrome","0"
"Skin Adamantinoid Basal Cell Carcinoma","myocarditis","0"
"Medulloepithelioma Not Otherwise Specified","peripheral nervous system disease","0"
"Ciliary Body Disorder","bone resorption disease","0"
"Verrucous Carcinoma","vulvar sarcoma","0"
"Occult Lung Small Cell Carcinoma","cervical squamous cell carcinoma","0"
"Malignant Olfactory Nerve Neoplasm","cell type benign neoplasm","0"
"Venezuelan Equine Fever","IDH-mutant anaplastic astrocytoma","0"
"Craniofacial Dysostosis","benign perivascular tumor","0"
"Benign Vaginal Mixed Tumor","arthropathy","0"
"Maple Syrup Urine Disease","pancreatitis","0"
"Breast Liposarcoma","breast sarcoma","1"
"Status Epilepticus","epilepsy","1"
"Extrahepatic Bile Duct Papillary Adenoma","ovarian dysfunction","0"
"Panuveitis","gastric teratoma","0"
"Nasal Cavity Disorder","bilirubin metabolic disorder","0"
"Progressive Supranuclear Palsy","inflammatory bowel disease","0"
"Endomyocardial Fibrosis","ovarian biphasic or triphasic teratoma","0"
"Trichinosis","parasitic helminthiasis infectious disease","1"
"Pericholangitis","benign ependymoma","0"
"Rete Testis Neoplasm","male reproductive organ cancer","1"
"Multinodular and Vacuolated Neuronal Tumor","infective endocarditis","0"
"Acute Hemorrhagic Encephalitis","brain disease","0"
"Ovarian Small Cell Carcinoma, Hypercalcemic Type","ovarian small cell carcinoma","1"
"Hemoglobinuria","tongue disease","0"
"Mucopolysaccharidosis","germ cell cancer","0"
"Benign Mucous Membrane Pemphigoid","spinal cancer","0"
"Adult Central Nervous System Solitary Fibrous Tumor, Grade 3","centronuclear myopathy","0"
"Poland Syndrome","lymphoid leukemia","0"
"Megacolon","second-degree atrioventricular block","0"
"Childhood Embryonal Tumor with Multilayered Rosettes, C19MC-Altered","pneumoconiosis","0"
"Juvenile Xanthogranuloma","neurofibromatosis","0"
"Dermatosis Papulosa Nigra","glomerulonephritis","0"
"Ophthalmoplegia","vulva cancer","0"
"Skin Atrophy","gastrointestinal system cancer","0"
"Occult Lung Adenocarcinoma","plasmacytoma","0"
"Lung Lymphangioleiomyomatosis","polycythemia","0"
"Hepatoblastoma","myopia","0"
"Cervical Mucinous Adenocarcinoma, Signet Ring Cell-Type","cervical mucinous adenocarcinoma","1"
"Ovarian Monodermal Teratoma","medulloblastoma","0"
"Cryptophthalmia","brain disease","0"
"Ovarian Clear Cell Adenofibroma","skin benign neoplasm","0"
"Thrombophlebitis","endodermal sinus tumor","0"
"Vulvar Squamous Papillomatosis","breast adenocarcinoma","0"
"Bizarre Leiomyoma","clivus meningioma","0"
"Ascariasis","lymphadenitis","0"
"Plantar Verrucous Carcinoma","acute proliferative glomerulonephritis","0"
"Urethral Obstruction","thrombophilia","0"
"Androgen Insensitivity Syndrome","medulloblastoma","0"
"Malignant Testicular Germ Cell Tumor","supraglottis squamous cell carcinoma","0"
"Thyroid Carcinoma Arising in Struma Ovarii","parasitic helminthiasis infectious disease","0"
"Testicular Yolk Sac Tumor, Macrocystic Pattern","subglottis squamous cell carcinoma","0"
"Infective Arthritis","bone inflammation disease","0"
"Yolk Sac Tumor","renal tubular transport disease","0"
"Aleukemic Monocytic Leukemia Cutis","breast squamous cell carcinoma","0"
"Dermatophytosis of Groin and Perianal Area","B-lymphoblastic leukemia/lymphoma","0"
"Laryngeal Adenoid Cystic Carcinoma","bronchial disease","0"
"Interstitial Myositis","lymphoma","0"
"Hereditary Melanoma","melanoma","1"
"Trabecular Adenocarcinoma","goiter","0"
"Pediculosis","autosomal dominant intellectual developmental disorder","0"
"Burkitt Lymphoma","endocrine system disease","0"
"Endometrial Endometrioid Adenocarcinoma, Secretory Variant","calcinosis","0"
"Fallopian Tube Disorder","skin benign neoplasm","0"
"Rapidly Progressive Glomerulonephritis","mineral metabolism disease","0"
"Skin Acantholytic Squamous Cell Carcinoma","pseudosarcomatous fibromatosis","0"
"Lymphocyte-Rich Classic Hodgkin Lymphoma","parasitic helminthiasis infectious disease","0"
"Gastric Leiomyosarcoma","anaplastic oligodendroglioma","0"
"Gonadotropin-Dependent Precocious Puberty","hyperparathyroidism","0"
"Breast Hemangiopericytoma","papilloma","0"
"Cerebral Malaria","mature T-cell and NK-cell lymphoma","0"
"Differentiating Neuroblastoma","esophageal disease","0"
"Cardiovascular Disorder","brain angioma","0"
"Eccrine Neoplasm","histiocytic and dendritic cell cancer","0"
"Stevens-Johnson Syndrome","male reproductive organ benign neoplasm","0"
"Non-Neoplastic Reproductive System Disorder","prostate adenocarcinoma","0"
"Diffuse Lipomatosis","kidney sarcoma","0"
"Ovarian Stromal Hyperthecosis","teeth hard tissue disease","0"
"Keratopathy","corneal disease","1"
"Pleural Disorder","embryonal testis carcinoma","0"
"Endomyocardial Fibrosis","restrictive cardiomyopathy","1"
"Childhood Meningioma","breast carcinoma","0"
"Porphyria Cutanea Tarda","sebaceous gland neoplasm","0"
"Acute Myocarditis","peripheral nerve sheath neoplasm","0"
"Metanephric Adenofibroma","male reproductive organ benign neoplasm","0"
"Acatalasemia","peroxisomal disease","1"
"Remnant Hyperlipidemia","myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1","0"
"Transitional Cell Papilloma","skin disease","0"
"Clear Cell Adenoma","ovarian benign neoplasm","0"
"Variegate Porphyria","malignant astrocytoma","0"
"Angiomyolipoma","kidney disease","0"
"CREST Syndrome","lysosomal storage disease","0"
"Testicular Monophasic Choriocarcinoma","choriocarcinoma of the testis","1"
"Pediculosis Pubis","breast cancer","0"
"Tracheitis","sensory system disease","0"
"T-Cell Prolymphocytic Leukemia","connective tissue cancer","0"
"Vulvar Squamous Papilloma","esophagitis","0"
"Aagenaes Syndrome","salivary gland disease","0"
"Double Cortex Syndrome","angiosarcoma","0"
"Malignant Ovarian Epithelial Tumor","B-cell lymphoma","0"
"Cervical Villoglandular Adenocarcinoma","tibial neuropathy","0"
"Beta Thalassemia Major","encephalitis","0"
"Neuropathy, Hereditary Sensory and Autonomic, Type I","well-differentiated liposarcoma","0"
"Thymoma Type B2","disease by infectious agent","0"
"Vulvar Granular Cell Tumor","glioblastoma","0"
"Occult Lung Adenocarcinoma","ovary epithelial cancer","0"
"Lateral Wall of the Bladder","somatoform disorder","0"
"Esophageal Melanoma","adolescence-adult electroclinical syndrome","0"
"Gestational Choriocarcinoma","meningioma","0"
"Premature Ejaculation","osteochondrodysplasia","0"
"Hidradenitis","sweat gland disease","1"
"Dedifferentiated Chondrosarcoma","neonatal jaundice","0"
"Cellular Ependymoma","metal metabolism disorder","0"
"Ankylosis","malignant astrocytoma","0"
"Female Breast Carcinoma","breast carcinoma","1"
"Pyomyositis","myositis","1"
"Silent Myocardial Infarction","mononeuropathy","0"
"Ataxia with Isolated Vitamin E Deficiency","vitamin metabolic disorder","1"
"Asbestos-Related Lung Carcinoma","mesenchymal cell neoplasm","0"
"Lactating Adenoma","acute leukemia","0"
"Spinal Cord Ependymoma, MYCN Amplified","lymphatic system disease","0"
"Pulmonary Embolism","colon cancer","0"
"Anovulation","myeloid neoplasm","0"
"Periocular Meningioma","myeloid neoplasm","0"
"Subependymoma","extraosseous Ewing sarcoma","0"
"Periodontitis","hemangiopericytoma","0"
