"Interstitial Myocarditis","autoimmune myocarditis","0"
"Hypertensive Retinopathy","eye disease","0"
"Nesidioblastosis","hyperinsulinemic hypoglycemia","0"
"Pleomorphic Rhabdomyosarcoma","sarcoma","0"
"Epithelioid Hemangioendothelioma","vascular cancer","0"
"Childhood Supratentorial Ependymoma, Not Otherwise Specified","childhood supratentorial ependymoma","0"
"Synovitis, Acne, Pustulosis, Hyperostosis, and Osteitis Syndrome","hereditary arterial and articular multiple calcification syndrome","0"
"Hermaphrodite","Mullerian aplasia and hyperandrogenism","0"
"Benign Vaginal Mixed Epithelial and Mesenchymal Neoplasm","female reproductive organ benign neoplasm","0"
"Isosporiasis","sarcocystosis","0"
"Pituitary Gland Chromophobe Adenoma","acidophil adenoma","0"
"Breast Hemangiopericytoma","breast cancer","0"
"Ovarian Clear Cell Adenocarcinofibroma","ovarian angiosarcoma","0"
"Uterine Disorder","reproductive system disease","0"
"Asbestosis","berylliosis","0"
"Breast Sebaceous Carcinoma","breast metaplastic carcinoma","0"
"Ovarian Clear Cell Adenocarcinofibroma","ovarian cancer","1"
"Skin Basosquamous Cell Carcinoma","adamantinoid basal cell epithelioma","0"
"Pyruvate Carboxylase Deficiency","multiple carboxylase deficiency","0"
"Malignant Spermatic Cord Neoplasm","epididymis cancer","0"
"Congenital Septal Defect","heart disease","0"
"Desquamative Interstitial Pneumonia","lymphoid interstitial pneumonia","0"
"Avoidant Personality Disorder","paranoid personality disorder","0"
"Pulmonary Valve Disorder","pulmonary valve disease","0"
"Narcissistic Personality Disorder","antisocial personality disorder","0"
"Richter Syndrome","chronic lymphocytic leukemia/small lymphocytic lymphoma","0"
"Adult Malignant Peripheral Nerve Sheath Tumor","peripheral nerve sheath neoplasm","0"
"Primary Carnitine Deficiency","alkaptonuria","0"
"Intestinal Perforation","intestinal perforation","0"
"Medullomyoblastoma","infratentorial cancer","0"
"Nonanaplastic Kidney Wilms Tumor","blastema predominant kidney Wilms' tumor","0"
"Obstructive Nephropathy","anuria","0"
"Pityriasis Rubra Pilaris","lipomatosis","0"
"Central Nervous System Neuroblastoma","cerebral lymphoma","0"
"Dermatographism","cholinergic urticaria","0"
"Leprosy","primary bacterial infectious disease","1"
"Breast Myoepithelial Tumor","breast malignant phyllodes tumor","0"
"Voyeurism","exhibitionism","0"
"Pituitary Gland Chromophobe Adenoma","adenoma","0"
"Adrenocortical Insufficiency","adrenal cortex cancer","0"
"Premature Ejaculation","hypoactive sexual desire disorder","0"
"Mesangial Proliferative Glomerulonephritis","rapidly progressive glomerulonephritis","0"
"Thymoma","thymus adenosquamous carcinoma","0"
"Vitamin K Deficiency","pyridoxine deficiency anemia","0"
"Lacrimal System Disorder","anterior segment dysgenesis","0"
"Scleroderma","scleroderma","0"
"Leptospirosis","erysipeloid","0"
"Protoplasmic Astrocytoma","central nervous system cancer","0"
"Krabbe Disease","metachromatic leukodystrophy","0"
"Cervical Adenomyoma","cervical Mullerian papilloma","0"
"Vulvar Melanoma","vulvar glandular tumor","0"
"Respiratory Syncytial Virus Infection","herpangina","0"
"Melanotic Schwannoma","neurilemmoma","1"
"Pituitary Gland Necrosis","empty sella syndrome","0"
"Persistent Fetal Circulation","pulmonary hypertension","1"
"Malignant Frontal Sinus Neoplasm","sinonasal undifferentiated carcinoma","0"
"Bladder Diverticulum","detrusor sphincter dyssynergia","0"
"Transient Hypogammaglobulinemia","X-linked agammaglobulinemia","0"
"Clear Cell Meningioma","meningioma","1"
"Morbid Obesity","obesity","1"
"Cleft Palate","orofacial cleft 12","0"
"Malignant Hard Palate Neoplasm","lip cancer","0"
"Periosteal Osteosarcoma","bone osteosarcoma","0"
"Unstable Angina","coronary stenosis","0"
"Anal Basaloid Carcinoma","anus basaloid carcinoma","0"
"Malignant Synovial Neoplasm","connective tissue cancer","1"
"Wernicke-Korsakoff Syndrome","beriberi","0"
"HELLP Syndrome","severe pre-eclampsia","1"
"Neuronitis","neurodegenerative disease","0"
"Bare Lymphocyte Syndrome","recombinase activating gene 1 deficiency","0"
"Pancreatic Neuroendocrine Carcinoma","pancreatic gastrinoma","0"
"Diffuse Leptomeningeal Glioneuronal Tumor","multinodular and vacuolating neuronal tumor","0"
"Lecithin Acyltransferase Deficiency","Norum disease","0"
"Adenocarcinoma","retinal hemangioblastoma","0"
"Lacrimal System Disorder","philophthalmiasis","0"
"Toxic Shock Syndrome","chlamydia","0"
"Breast Signet Ring Cell Carcinoma","breast tubular carcinoma","0"
"Baritosis","mixed mineral dust pneumoconiosis","0"
"Preeclampsia","malignant hypertension","0"
"Breast Apocrine Carcinoma In Situ","breast disease","0"
"Acanthoma","acanthoma","0"
"Bronchopulmonary Dysplasia","lung cancer","0"
"Vulvar Glandular Neoplasm","vulvar melanoma","0"
"Blepharoconjunctivitis","noninfectious dermatoses of eyelid","0"
"Blastomycosis","primary systemic mycosis","1"
"Thymoma Type B","noninvasive malignant thymoma","0"
"Polydactyly","congenital generalized lipodystrophy","0"
"Ovarian Malignant Mesothelioma","ovarian cancer","1"
"Primary Intracranial Sarcoma, DICER1-Mutant","brain sarcoma","1"
"Mental Retardation, Autosomal Dominant 9","autosomal dominant intellectual developmental disorder 19","0"
"Substance-Related Disorder","cognitive disorder","0"
"Tabes Dorsalis","asymptomatic neurosyphilis","0"
"Brain Stem Intraparenchymal Clear Cell Meningioma","brainstem intraparenchymal clear cell meningioma","0"
"Intracranial Embryonal Tumor, Not Otherwise Specified","central nervous system tumor with BCOR internal tandem duplication","0"
"Peroxisomal Acyl-CoA Oxidase Deficiency","alpha-methylacyl-CoA racemase deficiency","0"
"Thyroid Gland Malformation","euthyroid sick syndrome","0"
"Skin Acantholytic Squamous Cell Carcinoma","keratoacanthoma","0"
"Gastroschisis","lethal congenital contracture syndrome","0"
"Emphysematous Cholecystitis","emphysematous cholecystitis","0"
"Testicular Polyembryoma","testis refractory cancer","0"
"Cytochrome-C Oxidase Deficiency","mitochondrial metabolism disease","1"
"Depression","atypical depressive disorder","0"
"Richter Syndrome","chronic lymphocytic leukemia","1"
"Blepharospasm","focal dystonia","1"
"Luminal A Breast Carcinoma","breast large cell neuroendocrine carcinoma","0"
"Hypochondriasis","disease of mental health","0"
"Distal-Type Epithelioid Sarcoma","adult epithelioid sarcoma","0"
"Skin Clear Cell Basal Cell Carcinoma","morpheaform basal cell carcinoma","0"
"Vulvar Granular Cell Tumor","vulvar seborrheic keratosis","0"
"Cardiac Granular Cell Tumor","benign perivascular tumor","0"
"Invasive Bladder Urothelial Carcinoma","bladder carcinoma","0"
"Panniculitis","skin disease","1"
"Posterior Uveitis","posterior uveitis","0"
"CIC-Rearranged Sarcoma","CIC-rearranged sarcoma","0"
"Acatalasemia","peroxisomal disease","1"
"Egg Allergy","nut allergy","0"
"Aleukemic Monocytic Leukemia Cutis","aleukemic monocytic leukemia cutis","0"
"Acute Hemorrhagic Encephalitis","von Economo's disease","0"
"Skin Appendage Neoplasm","eyelid benign neoplasm","0"
"Ovarian Endometrioid Adenocarcinoma","ovarian carcinoma","0"
"Benign Teratoma","benign teratoma","0"
"Extramammary Paget Disease","skin carcinoma","1"
"Alagille Syndrome","hepatic vascular disease","0"
"Non-Hodgkin Lymphoma","non-Hodgkin lymphoma","0"
"Fallopian Tube Papillary Adenocarcinoma","fallopian tube adenocarcinoma","1"
"Malignant Childhood Hemangiopericytoma","adult malignant hemangiopericytoma","0"
"Myxoid Glioneuronal Tumor","epidural spinal canal angiolipoma","0"
"Gastric Liposarcoma","gastrointestinal system cancer","0"
"Chronic Obstructive Pulmonary Disease","obstructive lung disease","1"
"Anhidrotic Ectodermal Dysplasia 1","Clouston syndrome","0"
"Peripheral Primitive Neuroectodermal Tumor of Soft Tissues","soft tissue peripheral neuroepithelioma","0"
"Alagille Syndrome","immunoglobulin light chain amyloidosis","0"
"Optic Neuritis","Leber hereditary optic neuropathy","0"
"Testicular Yolk Sac Tumor, Myxomatous Pattern","enteric pattern testicular yolk sac tumor","0"
"Pulpitis","pulp degeneration","0"
"Medulloepithelioma Not Otherwise Specified","intracranial primitive neuroectodermal tumor","0"
"Retroperitoneal Germ Cell Tumor","retroperitoneal lymphoma","0"
"Adult Liposarcoma","pleomorphic liposarcoma","0"
"Barakat Syndrome","chromosome 6pter-p24 deletion syndrome","0"
"Ovarian Monodermal Teratoma","ovarian biphasic or triphasic teratoma","0"
"Gliomatosis Cerebri","atypical teratoid rhabdoid tumor","0"
"Ovarian Rhabdomyosarcoma","mediastinum rhabdomyosarcoma","0"
"Medulloepithelioma Not Otherwise Specified","cerebrum cancer","0"
"Normocytic Anemia","aplastic anemia","0"
"Beta Thalassemia Major","beta-thalassemia intermedia","0"
"Echolalia","mutism","0"
"Occult Lung Adenocarcinoma","lung acinar adenocarcinoma","0"
"Barrett Esophagus","gastrointestinal system disease","0"
"Diffuse Hemispheric Glioma, H3 G34-Mutant","high grade glioma","0"
"Breast Hemangioma","breast leiomyoma","0"
"Acrodermatitis","dermatitis","1"
"Diffuse Lipomatosis","adiposis dolorosa","0"
"Clear Cell Hepatocellular Carcinoma","aflatoxins-related hepatocellular carcinoma","0"
"Oculomotor Nerve Disorder","cranial nerve malignant neoplasm","0"
"Sea-Blue Histiocyte Syndrome","Krabbe disease","0"
"Lactose Intolerance","galactosemia","0"
"Uterine Corpus Dissecting Leiomyoma","uterus interstitial leiomyoma","0"
"Breast Peripheral Papilloma","sclerosing breast papilloma","0"
"Reticulosarcoma","reticulosarcoma","0"
"Complete Trisomy 18 Syndrome","chromosome 17q21.31 duplication syndrome","0"
"Osteochondrosis","osteochondritis dissecans","0"
"Porokeratosis","palmoplantar keratosis","0"
"Childhood Choroid Plexus Neoplasm","cerebral ventricle cancer","0"
"Marshall Syndrome","hypohidrotic ectodermal dysplasia","0"
"Lecithin Acyltransferase Deficiency","Tangier disease","0"
"Liver Rhabdomyosarcoma","liver sarcoma","1"
"Nephritis","dioctophymiasis","0"
"Arthropathy in Behcet's Syndrome","hydrarthrosis","0"
"Silicosis","pneumoconiosis","1"
"Neurodermatitis","spongiotic dermatitis","0"
"Monkeypox","viral gastritis","0"
"Skull Neoplasm","bone cancer","1"
"Tubular Adenocarcinoma","pancreatic adenocarcinoma","0"
"Cerebellopontine Angle Embryonal Tumor, Not Otherwise Specified","cerebellopontine angle tumor","1"
"Placental Site Trophoblastic Tumor","gestational choriocarcinoma","0"
"Ebola Hemorrhagic Fever","hepatitis E","0"
"Chronic Toxic Polyneuropathy","chronic toxic polyneuropathy","0"
"Sarcomatoid Transitional Cell Carcinoma","renal pelvis transitional cell carcinoma","0"
"Melanocytic Medulloblastoma","cerebellar vermis medulloblastoma","0"
"Cellular Congenital Mesoblastic Nephroma","cellular congenital mesoblastic nephroma","0"
"Ovarian Cystic Teratoma","childhood mature teratoma of the ovary","0"
"Ataxia with Isolated Vitamin E Deficiency","vitamin metabolic disorder","1"
"Testicular Torsion","spermatic cord torsion","0"
"Bladder Small Cell Neuroendocrine Carcinoma","Jewett-Marshall bladder cancer","0"
"Retinal Arterial Branch Occlusion","retinal vascular occlusion","0"
"Childhood Cerebral Astrocytoma","parietal lobe neoplasm","0"
"Jugular Foramen Schwannoma","neurilemmoma","0"
"Hypothalamic Neoplasm","thalamic neoplasm","0"
"Cranial Nerve IX Palsy","abducens nerve palsy","0"
"Proteus Syndrome","Cowden syndrome","0"
"Methemoglobinemia","hemoglobin E disease","0"
"Marburg Virus Disease","adult T-cell leukemia/lymphoma","0"
"Chronic Inflammatory Demyelinating Polyneuropathy","autoimmune optic neuritis","0"
"Malignant Synovial Neoplasm","malignant giant cell tumor","0"
"Invasive Bladder Microcystic Urothelial Carcinoma","infiltrating bladder lymphoepithelioma-like carcinoma","0"
"Henoch-Schönlein Purpura","allergic cutaneous vasculitis","0"
"Meningothelial Meningioma","petrous apex meningioma","0"
"Cemento-Ossifying Fibroma","fibroosseous pseudotumor of digits","0"
"Atypical Spindle Cell/Pleomorphic Lipomatous Tumor","liposarcoma","0"
"Hyperdiploid B Lymphoblastic Leukemia/Lymphoma","B-lymphoblastic leukemia/lymphoma","1"
"Inferolateral Myocardial Infarction by ECG Finding","inferolateral myocardial infarct","0"
"Peripheral Nerve Schwannoma","neuroma","0"
"Infantile Refsum Disease","glutaric acidemia type 3","0"
"Brain Stem Astrocytoma","high grade glioma","0"
"Buerger Disease","mesenteric vascular occlusion","0"
"Erythromelalgia","neuropathy","1"
"Spindle Cell Hemangioma","spindle cell hemangioma","0"
"Lipoadenoma","adenoma","1"
"Small Cell Osteosarcoma","conventional osteosarcoma","1"
"Renal Pelvis Papillary Urothelial Neoplasm","renal pelvis benign neoplasm","1"
"Bone Leiomyosarcoma","mediastinum leiomyosarcoma","0"
"Intestinal Disorder","peritonitis","0"
"Cholesteatoma","acrokeratosis verruciformis","0"
"Breast Rhabdomyosarcoma","breast liposarcoma","0"
"Nodular Hidradenoma","eccrine papillary adenoma","0"
"Friedreich Ataxia","autosomal recessive spinocerebellar ataxia 13","0"
"Connective Tissue Disorder","musculoskeletal system cancer","0"
"Dyschromatosis Symmetrica Hereditaria","skin disease","0"
"Refsum Disease","medium chain acyl-CoA dehydrogenase deficiency","0"
"Ectomesenchymoma","central nervous system mesenchymal non-meningothelial tumor","1"
"Secondary Parkinsonism","myoclonic cerebellar dyssynergia","0"
"Juvenile Xanthogranuloma","histiocytosis","0"
"Serous Surface Papilloma","cervix squamous papilloma","0"
"Small Intestinal Neoplasm","colonic benign neoplasm","0"
"Cribriform Carcinoma","lipid-rich carcinoma","0"
"Bladder Mucinous Adenocarcinoma","bladder adenocarcinoma","1"
"Autonomic Nervous System Neoplasm","autonomic nervous system neoplasm","0"
"Retroperitoneal Sarcoma","retroperitoneal sarcoma","0"
"Tabes Dorsalis","parenchymatous neurosyphilis","0"
"Orofaciodigital Syndrome Type 6","Joubert syndrome 26","0"
"Anorexia Nervosa","specific developmental disorder","0"
"Cervical Atypical Polypoid Adenomyoma","cervical atypical polypoid adenomyoma","0"
"Deep Fibrous Histiocytoma","immune system organ benign neoplasm","1"
"Lewy Body Dementia","vascular dementia","0"
"B Acute Lymphoblastic Leukemia with t(v;11q23.3); KMT2A Rearranged","B-lymphoblastic leukemia/lymphoma, BCR-ABL1–like","0"
"Omphalocele","non-congenital cyst of kidney","0"
"Collagenous Colitis","microscopic colitis","1"
"Lysinuric Protein Intolerance","beta-ketothiolase deficiency","0"
"Sclerosteosis","bone remodeling disease","0"
"Uveomeningoencephalitic Syndrome","alopecia areata","0"
"Acute Hemorrhagic Encephalitis","postinfectious encephalitis","0"
"Focal Embolic Glomerulonephritis","glomerulonephritis","1"
"Leukemia","histiocytic and dendritic cell cancer","0"
"Hyperlipoproteinemia, Type II","hyperlipoproteinemia type III","0"
"Eating Disorder","tic disorder","0"
"Fasciolopsiasis","angiostrongyliasis","0"
"Urethral Urothelial Papilloma","urethral benign neoplasm","1"
"Breast Adenoid Cystic Carcinoma","sebaceous breast carcinoma","0"
"Hypoplastic Right Heart Syndrome","congenital heart disease","1"
"Whipple Disease","gastrointestinal system disease","0"
"Metachronous Kidney Wilms Tumor","mixed cell type kidney Wilms' tumor","0"
"Q Fever","sodoku disease","0"
"Neonatal Diabetes Mellitus","type 1 diabetes mellitus","0"
"Osteogenesis Imperfecta","chondrodysplasia Blomstrand type","0"
"Pancreatic Vipoma","pancreatic endocrine carcinoma","0"
"Brown-Sequard Syndrome","hereditary spastic paraplegia","0"
"Biphasic Pulmonary Blastoma","pleural disease","0"
"Carnitine Palmitoyltransferase II Deficiency","short chain acyl-CoA dehydrogenase deficiency","0"
"Pituitary Gland Chromophobe Adenoma","chromophobe adenoma","0"
"Vulvar Keratoacanthoma","vulva carcinoma","0"
"Palmoplantar Pustulosis","dermatitis","1"
"Glomangiomatosis","glomangiomatosis","0"
"Small Intestinal Sarcoma","ileum cancer","0"
"Carcinoma ex Pleomorphic Adenoma","submandibular gland cancer","0"
"Ulcerative Stomatitis","ulcerative stomatitis","0"
"Bruxism","disease of mental health","0"
"Diffuse Large B-Cell Lymphoma, Not Otherwise Specified","non-Hodgkin lymphoma","0"
"Penile Urethral Malignant Neoplasm","male urethral cancer","1"
"Oculomotor Nerve Disorder","vestibulocochlear nerve disease","0"
"Cervical Lymphadenitis","postauricular lymphadenitis","0"
"Chronic Salpingitis","pyosalpinx","0"
"Addison's Disease","adrenal cortex disease","0"
"Calciphylaxis","calcium metabolism disease","0"
"Gastric Tubular Adenocarcinoma","gastric cardia adenocarcinoma","0"
"Marshall Syndrome","palmoplantar keratoderma and congenital alopecia 2","0"
"Mental Retardation, Autosomal Dominant 9","autosomal dominant intellectual developmental disorder 22","0"
"Primary Hyperoxaluria Type II","primary hyperoxaluria type 2","0"
"C3 Deficiency","complement component 5 deficiency","0"
"Mitochondrial Myopathy","myopathy with extrapyramidal signs","0"
"Anal Intraepithelial Neoplasia 3","in situ carcinoma","1"
"Subglottis Neoplasm","laryngeal disease","0"
"Extraskeletal Osteosarcoma","chondroblastic osteosarcoma","0"
"Macular Dystrophy, Retinal, 1","retinal macular dystrophy 3","0"
"Embryonal Rhabdomyosarcoma","gallbladder rhabdomyosarcoma","0"
"Small Cell Sarcoma","musculoskeletal system cancer","0"
"Vitamin K Deficiency","nutritional deficiency disease","1"
"Pica Eating Disorder","eating disorder","1"
"Non-Specific Granulomatous Orchitis","testicular cancer","0"
"Photosensitive Dermatitis","contact dermatitis","0"
"External Ear Disorder","otorrhea","0"
"Childhood Infratentorial Ependymoma","cervicomedullary junction neoplasm","0"
"Demyelinating Disorder","intracranial abscess","0"
"Breast Hemangioma","breast cyst","0"
"Aagenaes Syndrome","growth hormone insensitivity syndrome with immune dysregulation 2","0"
"Polymorphous Low Grade Neuroepithelial Tumor of the Young","myxoid glioneuronal tumor","0"
"Endocrine System Disorder","reproductive system disease","0"
"Glioblastoma, IDH-Wildtype","gliosarcoma","0"
"Kernicterus","prion disease","0"
"Cranial Nerve Palsy","optic nerve disease","0"
"Malignant Neoplasm of Lower Jaw Bone","jaw cancer","1"
"Female Urethral Malignant Neoplasm","urethral disease","0"
"Breast Central Papilloma","sclerosing breast papilloma","0"
"Intraventricular Brain Neoplasm","supratentorial cancer","0"
"Ovarian Papillary Cystadenoma","ovarian surface papilloma","0"
"Hemangioblastoma","hemangioma of peripheral nerve","0"
"Oncocytic Adenoma","adrenal adenoma","0"
"Radiation Cystitis","acute cystitis","0"
"Leishmaniasis","coccidiosis","0"
"Sensorineural Hearing Loss","otitis interna","0"
"Hereditary Ovarian Carcinoma","ovarian cancer","0"
"Breast Hemangiopericytoma","breast osteosarcoma","0"
"Suprasellar Meningioma","cavernous sinus meningioma","0"
"Esophageal Mucoepidermoid Carcinoma","mucoepidermoid esophageal carcinoma","0"
"Lung Acinar Adenocarcinoma","lung occult adenocarcinoma","0"
"Childhood Choroid Plexus Neoplasm","choroid plexus meningioma","0"
"Vitamin B6 Deficiency","endemic goiter","0"
"Sideroblastic Anemia","myelophthisic anemia","0"
"Lactose Intolerance","congenital lactase deficiency","0"
"Childhood Astrocytic Tumor","gliofibroma","0"
"Arthropathy in Behcet's Syndrome","patellofemoral pain syndrome","0"
"Breast Sarcoma","malignant breast melanoma","0"
"Obsessive Compulsive Disorder","panic disorder","0"
"Photokeratitis","deep keratitis","0"
"Slate Pneumoconiosis","Caplan's syndrome","0"
"Verruca Plantaris","Omsk hemorrhagic fever","0"
"Intravenous Leiomyomatosis","vascular cancer","0"
"Twin-Twin Transfusion Syndrome","anemia","0"
"Neurodermatitis","acrodermatitis","0"
"Immune Complex Glomerulonephritis","subacute glomerulonephritis","0"
"Rabies","hepatitis E","0"
"Vaginal Mullerian Papilloma","vagina leiomyoma","0"
"Pancreatic Mucinous-Cystic Neoplasm with an Associated Invasive Carcinoma","pancreatic non-invasive mucinous cystadenocarcinoma","0"
"Central Nervous System Melanocytic Neoplasm","brain cancer","0"
"Macular Hole","angioid streaks","0"
"Clear Cell Adenoma","infiltrating nipple syringomatous adenoma","0"
"Hereditary Clear Cell Renal Cell Carcinoma","renal cell carcinoma","0"
"Mediastinal Soft Tissue Neoplasm","mediastinum sarcoma","0"
"Waterhouse-Friderichsen Syndrome","medulloadrenal hyperfunction","0"
"Anisakiasis","ancylostomiasis","0"
"Blind Loop Syndrome","short bowel syndrome","0"
"Medulloblastoma, SHH-Activated, TP53-Mutant","medulloblastoma SHH activated","1"
"Entrapment Neuropathy","nerve compression syndrome","0"
"Candidiasis","mucormycosis","0"
"Vaginal Leukoplakia","leukoplakia of vagina","0"
"Mesangial Proliferative Glomerulonephritis","chronic rapidly progressive glomerulonephritis","0"
"Esophageal Neuroendocrine Neoplasm","esophageal neuroendocrine tumor","0"
"Salpingitis","tuberculous salpingitis","0"
"Melanotic Schwannoma","macrocystic neurilemmoma","0"
"Encephalitis","Joubert syndrome","0"
"Cystic Teratoma","germ cell benign neoplasm","0"
