"Extraskeletal Ewing Sarcoma","cervical adenomyoma","0"
"HIV Infection","viral infectious disease","1"
"Lower Clivus Meningioma","intraductal breast benign neoplasm","0"
"Breast Extraskeletal Osteosarcoma","breast sarcoma","1"
"Somatostatin-Producing Neuroendocrine Tumor","adenocarcinoma","0"
"Pernicious Anemia","apocrine sweat gland neoplasm","0"
"Spongiotic Dermatitis","cardiovascular system disease","0"
"Alcoholic Cirrhosis","liver cirrhosis","1"
"Fallopian Tube Serous Papilloma","fallopian tube benign neoplasm","1"
"Cribriform Carcinoma","breast carcinoma","1"
"Bile Duct Disorder","biliary tract disease","1"
"Vaginal Squamous Neoplasm","vaginal cancer","1"
"Postauricular Lymphadenitis","lymphadenitis","1"
"Childhood Dermatomyositis","dermatomyositis","1"
"Peripheral Ganglioneuroblastoma","amino acid metabolic disorder","0"
"Gout","arthritis","1"
"Nonspecific Interstitial Pneumonia","idiopathic interstitial pneumonia","1"
"Rubella Infection","West Nile encephalitis","1"
"Childhood Acute Lymphoblastic Leukemia","penis squamous cell carcinoma","0"
"Invasive Bladder Clear Cell (Glycogen-Rich) Urothelial Carcinoma","invasive bladder transitional cell carcinoma","1"
"Hereditary Leukokeratosis","thymus gland disease","0"
"Testicular Fibroma","nutritional deficiency disease","0"
"Vulvar Sebaceous Carcinoma","Waardenburg syndrome","0"
"Gastroschisis","physical disorder","1"
"Hypopituitarism","acute myeloid leukemia","0"
"Phimosis","penile disease","1"
"Adult Malignant Mesenchymoma","nasal cavity carcinoma","0"
"Achard Syndrome","syndrome","1"
"Vulvar Porocarcinoma","lymphopenia","0"
"Invasive Bladder Micropapillary Urothelial Carcinoma","invasive bladder transitional cell carcinoma","1"
"Lacrimal Gland Carcinoma ex Pleomorphic Adenoma","lacrimal gland cancer","1"
"Acute Leukemia","cutaneous mastocytosis","0"
"Liposarcoma","uterine ligament cancer","0"
"Porokeratosis","keratosis","1"
"Lactose Intolerance","carbohydrate metabolic disorder","1"
"Breast Fibrocystic Change, Proliferative Type with Atypia","breast fibrocystic disease","1"
"Prostate Acinar Signet Ring Cell-Like Adenocarcinoma","hydrocephalus","0"
"Testicular Fibroma","male reproductive organ benign neoplasm","1"
"Infiltrating Bladder Urothelial Carcinoma, Lymphoma-Like Variant","invasive bladder transitional cell carcinoma","1"
"Clivus Chordoma","skull base chordoma","1"
"Cerebritis","primary ciliary dyskinesia","0"
"Sebaceous Carcinoma","sebaceous carcinoma","1"
"Femoral Neuropathy","kidney disease","0"
"Neuroendocrine Neoplasm","high grade ependymoma","0"
"Vasculitis","eye disease","0"
"Hairy Tongue","tongue disease","1"
"Nicotine Dependence","substance dependence","1"
"Purpura","central nervous system disease","0"
"Otorrhea","meningioma","0"
"Stress Polycythemia","conventional osteosarcoma","0"
"Skin Vascular Disorder","skin disease","1"
"Fallopian Tube Adenosarcoma","eye disease","0"
"Noninvasive Malignant Thymoma","thymoma","1"
"Supratentorial Ependymoma, ZFTA-RELA Fusion-Positive","lens disease","0"
"Spindle Cell Hemangioma","hemangioma","1"
"Ciliary Body Disorder","glomerulonephritis","0"
"von Willebrand Disease, Type 3","von Willebrand's disease","1"
"Central Nervous System Leukemia","gallbladder adenocarcinoma","0"
"Hepatoerythropoietic Porphyria","acute porphyria","1"
"Seizure Disorder","brain disease","1"
"Epididymal Neoplasm","syphilis","0"
"Connective Tissue Disorder","musculoskeletal system disease","1"
"Smith-Lemli-Opitz Syndrome","lipid metabolism disorder","1"
"Fallopian Tube Carcinosarcoma","fallopian tube cancer","1"
"Asbestosis","Crohn's disease","0"
"Microcephaly","liver cancer","0"
"Cholesteatoma","keratosis","1"
"Breast Signet Ring Cell Carcinoma","breast carcinoma","0"
"Extrahepatic Bile Duct Adenocarcinoma","disease of mental health","0"
"Subglottic Carcinoma","subglottis cancer","1"
"Differentiated Thyroid Gland Carcinoma","thyroid gland adenocarcinoma","1"
"Ovarian Teratoma","ovarian germ cell cancer","1"
"Ischemia","vascular disease","1"
"Arrhythmogenic Right Ventricular Dysplasia","central nervous system lipoma","0"
"Intraocular Retinoblastoma","retinoblastoma","1"
"Benign Recurrent Intrahepatic Cholestasis","intrahepatic cholestasis","1"
"Hypercalcemic Sarcoidosis","carbohydrate metabolic disorder","0"
"Wolfram Syndrome","syndrome","1"
"Blind Loop Syndrome","intestinal disease","1"
"Chondroid Lipoma","lipoma","1"
"Castration-Resistant Prostate Carcinoma","prostate carcinoma","1"
"Skin Liposarcoma","skin sarcoma","1"
"Periosteal Osteosarcoma","peripheral osteosarcoma","1"
"Chronic Inflammatory Demyelinating Polyneuropathy","syndrome","0"
"Wolman Disease","lysosomal acid lipase deficiency","1"
"Sanfilippo Syndrome","brain stem cancer","0"
"Nasal Cavity Disorder","gingival overgrowth","0"
"Pilocytic Astrocytoma","ichthyosis","0"
"Choroid Mixed Cell Melanoma","malignant choroid melanoma","1"
"Blackwater Fever","malaria","1"
"Uterine Corpus Apoplectic Leiomyoma","uterine corpus cellular leiomyoma","1"
"Achenbach Syndrome","colonic benign neoplasm","0"
"Dermatitis","skin disease","1"
"Dengue Fever","viral infectious disease","1"
"Placenta Previa","intrahepatic cholangiocarcinoma","0"
"Lymphoid Leukemia","leukemia","1"
"Vulvar Melanoma","vulva cancer","1"
"Cerebral Palsy","brain disease","1"
"Penile Sarcomatoid Carcinoma","cerebellar astrocytoma","0"
"Urethral Verrucous Carcinoma","urethra squamous cell carcinoma","1"
"Retroperitoneal Leiomyosarcoma","carcinoma","0"
"45,X/46,XY Mixed Gonadal Dysgenesis","gonadal dysgenesis","1"
"HELLP Syndrome","meningioma","0"
"Brenner Tumor","ovarian benign neoplasm","1"
"Nevus of Ito","breast sarcoma","0"
"Granulomatous Colitis","well-differentiated liposarcoma","0"
"Ovarian Teratoma","renal tubular transport disease","0"
"Von Hippel Lindau Syndrome","hemangioblastoma","1"
"Mature Teratoma","diabetes mellitus","0"
"Gastrointestinal Stromal Tumor","gastrointestinal system cancer","1"
"Papillary Craniopharyngioma","Ehlers-Danlos syndrome","0"
"Polyclonal Hypergammaglobulinemia","skin disease","0"
"Transitional Cell Papilloma","testicular yolk sac tumor","0"
"Ovarian Small Cell Carcinoma, Pulmonary-Type","myeloid neoplasm","0"
"Vaginal Yolk Sac Tumor","strabismus","0"
"Vagus Nerve Disorder","central nervous system adult germ cell tumor","0"
"Hand Foot and Mouth Disease","chronic inflammation of lacrimal passage","0"
"Obese","overnutrition","1"
"Cleft Palate","disease of anatomical entity","0"
"Infantile Refsum Disease","skin disease","0"
"Childhood Brain Germinoma","carcinosarcoma","0"
"B-Cell Prolymphocytic Leukemia","agnosia","0"
"Nasopharyngitis","stomach cancer","0"
"Bone Liposarcoma","osteosarcoma","1"
"Cole-Carpenter Syndrome","congenital heart disease","0"
"Acute Suppurative Thyroiditis","thyroiditis","1"
"Bone Leiomyosarcoma","leiomyosarcoma","1"
"Adult Cystic Nephroma","nephroma","1"
"Polycythemia Neonatorum","polycythemia","1"
"Splenic Disorder","lymphatic system disease","1"
"Childhood Medulloblastoma","medulloblastoma","1"
"Aseptic Meningitis","meningitis","1"
"Ovarian Adenosarcoma","ovarian carcinosarcoma","1"
"Hereditary Clear Cell Renal Cell Carcinoma","hereditary renal cell carcinoma","1"
"Germ Cell Tumor","cell type cancer","1"
"Papillary Transitional Cell Carcinoma","transitional cell carcinoma","1"
"COVID-19 Infection","Coronavirus infectious disease","1"
"Combined Lung Small Cell Carcinoma","myopathy","0"
"Syndrome of Apparent Mineralocorticoid Excess","cell type cancer","0"
"Adrenal Gland Ganglioneuroblastoma","congenital heart disease","0"
"Croup","lymphatic system disease","0"
"Partial Retinal Arterial Occlusion","retinal artery occlusion","1"
"Skull Base Chordoma","gastritis","0"
"Malaria","keratitis","0"
"Cerebrotendinous Xanthomatosis","thyroid gland disease","0"
"Open Angle Glaucoma","transient hypogammaglobulinemia","0"
"Neuroblastoma","autonomic nervous system neoplasm","1"
"Glottis Verrucous Carcinoma","extrinsic cardiomyopathy","0"
"Onchocerciasis","hyperpituitarism","0"
"Paralytic Ileus","eccrine sweat gland cancer","0"
"Angiocentric Glioma","low grade glioma","1"
"Childhood Central Nervous System Germinoma","conjunctivitis","0"
"Hemoglobin C Disease","hemoglobinopathy","1"
"Anal Canal Cloacogenic Carcinoma","amnestic disorder","0"
"Vasomotor Rhinitis","myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1","0"
"Intravenous Leiomyomatosis","glottis squamous cell carcinoma","0"
"Miller Fisher Syndrome","Guillain-Barre syndrome","1"
"Venous Hemangioma","heart cancer","0"
"Malignant Pylorus Neoplasm","salivary gland cancer","0"
"Non-Proliferative Diabetic Retinopathy","diabetic retinopathy","1"
"Leukorrhea","vaginal discharge","1"
"Ovarian Malignant Mesothelioma","ovarian cancer","1"
"Adult Cerebellar Neoplasm","cerebellum cancer","1"
"Fibrous Synovial Sarcoma","synovial sarcoma","1"
"Macular Corneal Dystrophy","syndrome","0"
"Porocarcinoma","eccrine sweat gland cancer","1"
"Pulmonary Alveolar Proteinosis","severe combined immunodeficiency","0"
"Testicular Yolk Sac Tumor, Macrocystic Pattern","testicular yolk sac tumor","1"
"Cervical Mucinous Adenocarcinoma, Intestinal-Type","cervical mucinous adenocarcinoma","1"
"Breast Fibrocystic Change, Non-Proliferative Type","cervical adenocarcinoma","0"
"Posterior Uveitis","panuveitis","1"
"Thyroid Gland Papillary and Follicular Carcinoma","thyroid gland papillary carcinoma","1"
"Vulvar Alveolar Soft Part Sarcoma","urethral disease","0"
"Acute Myelomonocytic Leukemia","acute myeloid leukemia","1"
"Stress Polycythemia","acquired polycythemia","1"
"Ischemic Fasciitis","fasciitis","1"
"Prostatic Urethral Malignant Neoplasm","basal cell carcinoma","0"
"Juvenile Breast Papillomatosis","artery disease","0"
"Internal Strabismus","corneal disease","0"
"Urachal Urothelial Carcinoma","bladder urachal carcinoma","1"
"Corneal Abscess","deep keratitis","1"
"Retinitis","retinal disease","1"
"Mucin-Rich Endometrial Endometrioid Adenocarcinoma","muscle benign neoplasm","0"
"Primary Lateral Sclerosis","motor neuron disease","1"
"B Acute Lymphoblastic Leukemia with t(12;21)(p13.2;q22.1); ETV6-RUNX1","chronic polyneuropathy","0"
"Cervical Verrucous Carcinoma","cervical squamous cell carcinoma","1"
"Papillary Cystadenocarcinoma","disorder of sexual development","0"
"Selective IgD Immunodeficiency","cranial nerve malignant neoplasm","0"
"Mediastinal Ganglioneuroblastoma","malignant mediastinal neurogenic neoplasm","1"
"Retinitis","synucleinopathy","0"
"Pilomatrical Carcinoma","heart valve disease","0"
"Urethritis","urethral disease","1"
"Breast Sebaceous Carcinoma","cranial nerve palsy","0"
"Hypokalemic Periodic Paralysis","refractory hematologic cancer","0"
"Stage IVB Bladder Cancer","bladder carcinoma","1"
"Pyruvate Dehydrogenase Deficiency","skin disease","0"
"Anal Glands Adenocarcinoma","choriocarcinoma of the testis","0"
"Tetanus","myeloproliferative neoplasm","0"
"Antisocial Personality Disorder","personality disorder","1"
"Fabry Disease","apocrine sweat gland neoplasm","0"
"Breast Mucinous Carcinoma","skin benign neoplasm","0"
"Downward Ocular Deviation","eye lymphoma","0"
"Holmes-Adie Syndrome","syndrome","1"
"Nevoid Basal Cell Carcinoma Syndrome","syndrome","1"
"Spinal Muscular Atrophy of Childhood","spinal muscular atrophy","1"
"Lateral Wall of the Bladder","urinary bladder cancer","1"
"Multiple Intraspinal Meningiomas","spinal canal and spinal cord meningioma","1"
"Chorioretinitis","eye disease","1"
"Ovarian Monodermal and Highly Specialized Teratoma","osteosarcoma","0"
"Broad Ligament Adenocarcinoma","gonadal dysgenesis","0"
"Lung Disorder","cranial nerve malignant neoplasm","0"
"Essential Tremor","migraine","0"
"Vaginal Adenosarcoma","vaginal carcinosarcoma","1"
"Corneal Disorder","endolymphatic hydrops","0"
"Invasive Bladder Plasmacytoid Urothelial Carcinoma","invasive bladder transitional cell carcinoma","1"
"Hemoglobinopathy","congenital hemolytic anemia","1"
"Lung Large Cell Carcinoma with Rhabdoid Phenotype","stomach cancer","0"
"Nelson Syndrome","hormone producing pituitary cancer","0"
"Transitional Meningioma","acquired polycythemia","0"
"Leigh Disease","cytochrome-c oxidase deficiency disease","1"
"Middle Ear Polyp","blood platelet disease","0"
"Zollinger Ellison Syndrome","syndrome","1"
"Breast Mucinous Carcinoma","breast adenocarcinoma","1"
"Histrionic Personality Disorder","arteriosclerosis","0"
"Testicular Yolk Sac Tumor, Myxomatous Pattern","parasitic helminthiasis infectious disease","0"
"Cerebellopontine Angle Neoplasm","viral infectious disease","0"
"Retinal Cell Neoplasm","retinal cancer","1"
"Breast Malignant Myoepithelioma","breast carcinoma","1"
"Pacinian Neurofibroma","neurofibroma","1"
"Malignant Gastric Granular Cell Tumor","stomach cancer","1"
"Transitional Cell Papilloma","papilloma","1"
"Hydronephrosis","urinary tract obstruction","1"
"Liver Inflammatory Myofibroblastic Tumor","liver disease","1"
"B Acute Lymphoblastic Leukemia with t(5;14)(q31.1;q32.3); IL3-IGH","synovial sarcoma","0"
"Necrotizing Gastritis","extrapulmonary tuberculosis","0"
"Alagille Syndrome","organic acidemia","0"
"Childhood Ovarian Immature Teratoma","immature teratoma of ovary","1"
"Granulomatous Gastritis","optic nerve neoplasm","0"
"Cheilitis","kidney angiomyolipoma","0"
"Femoral Neuropathy","mononeuropathy","1"
"Fetal Valproate Syndrome","syndrome","1"
"Molluscum Contagiosum Virus Infection","viral infectious disease","1"
"Arrhythmogenic Right Ventricular Dysplasia","intrinsic cardiomyopathy","1"
"Nodular Goiter","cholecystitis","0"
"Synovitis","connective tissue disease","1"
"Breast Acinic Cell Carcinoma","breast adenocarcinoma","1"
"Adult Central Nervous System Germinoma","central nervous system germinoma","1"
"Anal Disorder","rectal disease","1"
"Granular Cell Leiomyosarcoma","cranial nerve malignant neoplasm","0"
"Childhood Central Nervous System Mature Teratoma","central nervous system mature teratoma","1"
"Zollinger Ellison Syndrome","trigeminal nerve neoplasm","0"
"Essential Hypertension","acute myeloid leukemia","0"
"Downward Ocular Deviation","strabismus","1"
"Trabecular Adenocarcinoma","primary systemic mycosis","0"
"Cushing Disease","retinal disease","0"
"Infiltrating Bladder Urothelial Carcinoma, Lymphoma-Like Variant","breast carcinoma","0"
"Thymoma Type B1","thymoma type B","1"
"Ganglioneuroblastoma, Intermixed","extrinsic cardiomyopathy","0"
"Lung Non-Squamous Non-Small Cell Carcinoma","penile disease","0"
"Epicardial Lipoma","disease of anatomical entity","0"
"Specific Phobia","phobic disorder","1"
"Orbital Cellulitis","cutaneous mastocytosis","0"
"Gastric Antral Vascular Ectasia","adenoma","0"
"Color Blindness","stromal dystrophy","0"
"Malignant Cardiac Germ Cell Tumor","heart cancer","1"
"Progressive Supranuclear Palsy","movement disease","1"
"Hairy Cell Leukemia","ovarian papillary neoplasm","0"
"Undifferentiated Pleomorphic Sarcoma","esophageal disease","0"
"Spindle Cell Rhabdomyosarcoma","synovitis","0"
"Metanephric Adenoma","chronic cystitis","0"
"Gestational Choriocarcinoma","central nervous system disease","0"
"Hereditary Elliptocytosis","viral infectious disease","0"
"Polycythaemia due to Excess Erythropoetin Production","mouth disease","0"
"Testicular Yolk Sac Tumor, Enteric Pattern","testicular yolk sac tumor","1"
"Gonadoblastoma","cell type benign neoplasm","1"
"Cholangiolocellular Carcinoma","syndrome","0"
"Polycystic Ovary Syndrome","ovarian dysfunction","1"
"Ovarian Clear Cell Adenocarcinofibroma","liver disease","0"
"Epicardial Lipoma","heart lipoma","1"
"Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation","chronic lymphocytic leukemia/small lymphocytic lymphoma","1"
"Immunodeficiency","dermatomyositis","0"
"Retroperitoneal Hemangiopericytoma","vulvar squamous tumor","0"
"Alzheimer's Disease","tauopathy","1"
"Yaws","primary bacterial infectious disease","1"
"Exocervical Carcinoma","adenomyoma of uterine corpus","0"
"Testicular Monophasic Choriocarcinoma","choriocarcinoma of the testis","1"
"Adenomyoma","adrenal gland pheochromocytoma","0"
"Cervical Adenosarcoma","cervical carcinosarcoma","1"
"Cherry Hemangioma","peripheral nerve sheath neoplasm","0"
"Acalculous Cholecystitis","thiamine deficiency disease","0"
"Metastatic Carotid Body Paraganglioma","vascular cancer","1"
"Solitary Reticulohistiocytoma","histiocytosis","1"
"Argininosuccinic Aciduria","amino acid metabolic disorder","1"
"Vaginal Adenosarcoma","bronchial disease","0"
"Wernicke-Korsakoff Syndrome","chromosomal deletion syndrome","0"
"Photosensitive Dermatitis","angiolipoma","0"
"Benign Secondary Hypertension","secondary hypertension","1"
"Sialadenitis","salivary gland disease","1"
"Retinal Disorder","autoimmune disease of peripheral nervous system","0"
"Plasma Cell Leukemia","anaplastic astrocytoma","0"
"Juvenile Myelomonocytic Leukemia","myelodysplastic/myeloproliferative neoplasm","1"
"Pure Red Cell Aplasia","chronic lymphocytic leukemia","0"
"Malignant Sphenoid Sinus Neoplasm","paranasal sinus cancer","1"
"Olfactory Neuroblastoma","retinal artery occlusion","0"
"Childhood Meningioma","peritoneal carcinoma","0"
"Hereditary Glomangioma","glomangioma","1"
"Malignant Eccrine Neoplasm","nephroblastoma","0"
"EBV Infection","viral infectious disease","1"
"Friedreich Ataxia","dermatitis","0"
"Testicular Atrophy","chronic ulcer of skin","0"
"Complex Regional Pain Syndrome II","complex regional pain syndrome","1"
"Peripheral Nerve Schwannoma","neurilemmoma","1"
"Perthes Disease","sarcoidosis","0"
"Signet Ring Cell Carcinoma","syndrome","0"
"Fungal Infection","pseudohypoparathyroidism","0"
"Acute Respiratory Failure","lung disease","1"
"Carotid Artery Dissection","personality disorder","0"
"Diabetic Retinopathy","sphingolipidosis","0"
"Isosporiasis","coccidiosis","1"
"Solid Pseudopapillary Carcinoma of the Pancreas","connective tissue cancer","0"
"Diffuse Astrocytoma","low grade glioma","1"
"Esophageal Leukoplakia","esophageal disease","1"
"Atypical Spitz Nevus","meningeal melanoma","0"
"Malignant Ovarian Epithelial Tumor","articulation disorder","0"
"Intracranial Hypertension","brain disease","1"
"Urea Cycle Metabolism Disorder","amino acid metabolic disorder","1"
"Ciliary Motility Defect","ciliopathy","1"
"Cervical Lymphoepithelioma-Like Carcinoma","bone osteosarcoma","0"
"Nasopharyngeal-Type Undifferentiated Carcinoma","sarcoma","0"
"Epithelial Synovial Sarcoma","supraglottis cancer","0"
"Mucinous Adenofibroma","adenofibroma","1"
"Ureteric Orifice","acquired metabolic disease","0"
"Tertiary Syphilis","coronary artery disease","0"
"Proliferative Diabetic Retinopathy","diabetic retinopathy","1"
"Cervical Atypical Polypoid Adenomyoma","cervical adenomyoma","1"
"Histrionic Personality Disorder","personality disorder","1"
"Supratentorial Ependymoma YAP1 Fusion-Positive","supratentorial ependymoma","1"
"Oncocytic Adenoma","endocrine organ benign neoplasm","1"
"Granulomatous Gastritis","gastritis","1"
"Adult Astrocytic Tumor","malignant astrocytoma","1"
"Lung Lymphangioleiomyomatosis","lung disease","1"
"Lecithin Acyltransferase Deficiency","thymoma","0"
"Pulmonary Interstitial Emphysema","ethmoid sinus cancer","0"
"Pleural Disorder","gangliosidosis","0"
"Malignant Exocrine Pancreas Neoplasm","pancreatic cancer","1"
"Adult Embryonal Tumor with Multilayered Rosettes, C19MC-Altered","color blindness","0"
"Arthus Reaction","hypersensitivity reaction type III disease","1"
"Capillary Leak Syndrome","capillary disease","1"
"Localized Chondrosarcoma","chondrosarcoma","1"
"Childhood Central Nervous System Germinoma","central nervous system germinoma","1"
"Primary Carnitine Deficiency","amino acid metabolic disorder","1"
"Exanthem","epithelioid sarcoma","0"
"Hypogonadism","lip disease","0"
"Dermoid Cyst","cystic teratoma","1"
"Intratubular Non-Seminoma","embryonal testis carcinoma","1"
"Glucose-6-Phosphate Dehydrogenase Deficiency","mood disorder","0"
"Botulism","primary bacterial infectious disease","1"
"Ovarian Yolk Sac Tumor, Polyvesicular Vitelline Pattern","ovarian endodermal sinus tumor","1"
"Trigeminal Nerve Neoplasm","mesenchymal chondrosarcoma","0"
"Uterine Disorder","malignant olfactory nerve neoplasm","0"
"Familial Hyperaldosteronism Type 1","primary hyperaldosteronism","1"
"Cerebral Atherosclerosis","atherosclerosis","1"
"Waardenburg Syndrome Type 1","thyroid gland disease","0"
"Peritoneal Mesothelial Neoplasm","peritoneal benign neoplasm","1"
"Antibiotic-Associated Colitis","lupus erythematosus","0"
"Parathyroid Gland Chief Cell Adenoma","upper respiratory tract disease","0"
